command,expected,label,context_has_staged,context_has_unstaged,context_is_init,edit_distance,flag_delta,arg_delta
git merge feature --dry-run,git merge feature,WRONG_FLAG,0,0,1,10,1,0
git stqvh,git stash,TYPO,0,1,1,2,0,0
git diff --verbose,git diff,EXTRA_ARG,0,1,1,10,1,0
git switch feare,git switch feature,TYPO,0,0,1,2,0,0
git switch feature,git diff,WRONG_ORDER,0,1,1,12,0,1
ls -la,git stash,UNKNOWN,0,1,1,7,1,0
git add -u hello.txt,git add hello.txt,DEPRECATED_USAGE,0,1,1,3,1,0
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
git commit,"git commit -m ""Add hello.txt""",PARTIALLY_CORRECT,1,0,1,19,-1,-2
git branch,git branch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git init --force,git init,EXTRA_ARG,0,0,0,8,1,0
git add ello.txt,git add hello.txt,TYPO,0,1,1,1,0,0
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git iknit,git init,TYPO,0,0,0,1,0,0
git switch feature,git init,WRONG_ORDER,0,0,0,12,0,1
git --merge feature,git merge feature,SYNTAX_ERROR,0,0,1,2,1,0
git diff --verbose,git diff,WRONG_FLAG,0,1,1,10,1,0
git diff -f,git diff,WRONG_FLAG,0,1,1,3,1,0
git commit -m 'message',git switch feature,WRONG_ORDER,0,0,1,14,1,0
git --status,git status,SYNTAX_ERROR,0,1,1,2,1,0
git merge main,git log --oneline,WRONG_ORDER,0,0,1,11,-1,1
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
git swith feature,git switch feature,TYPO,0,0,1,1,0,0
git merge feature,git merge feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git commit --message 'Add hello.txt',"git commit -m ""Add hello.txt""",DEPRECATED_USAGE,1,0,1,9,0,0
git log --oneline -v,git log --oneline,EXTRA_ARG,0,0,1,3,1,0
"git commt -m ""Add helloctxt""","git commit -m ""Add hello.txt""",TYPO,1,0,1,2,0,0
git commit -m 'message',git branch feature,WRONG_ORDER,0,0,1,16,1,0
gitlnit,git init,TYPO,0,0,0,2,0,0
gitgit branch feature,git branch feature,SYNTAX_ERROR,0,0,1,3,0,0
cat hello.txt,git stash,UNKNOWN,0,1,1,11,0,0
git brqnch featurge,git branch feature,TYPO,0,0,1,2,0,0
git switch,git switch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git diff HEAD,git diff,DEPRECATED_USAGE,0,1,1,5,0,1
rm -rf test,git diff,UNKNOWN,0,1,1,10,1,1
git commit --message 'Add hello.txt',"git commit -m ""Add hello.txt""",DEPRECATED_USAGE,1,0,1,9,0,0
gitlog--oneline,git log --oneline,SYNTAX_ERROR,0,0,1,2,-1,0
git zdiff,git diff,TYPO,0,1,1,1,0,0
git init,git init,WRONG_CONTEXT_STATE,1,1,1,0,0,0
git branch,git branch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git commit --message 'Add hello.txt',"git commit -m ""Add hello.txt""",DEPRECATED_USAGE,1,0,1,9,0,0
git changes,git diff,WRONG_SUBCOMMAND,0,1,1,7,0,0
git merge main,git stash,WRONG_ORDER,0,1,1,9,0,1
ls -la,git merge feature,UNKNOWN,0,0,1,15,1,-1
git merge feature,git merge feature,CORRECT,0,0,1,0,0,0
$ git diff,git diff,SYNTAX_ERROR,0,1,1,2,0,1
ls -la,git add hello.txt,UNKNOWN,0,1,1,15,1,-1
git stash,git stash,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git add -u hello.txt,git add hello.txt,DEPRECATED_USAGE,0,1,1,3,1,0
mkdir test,git merge feature,UNKNOWN,0,0,1,13,0,-1
git branch -m feature,git merge feature,PARTIALLY_CORRECT,0,0,1,9,1,0
git branch -m feature,git merge feature,PARTIALLY_CORRECT,0,0,1,9,1,0
git show-diff,git diff,WRONG_SUBCOMMAND,0,1,1,5,0,0
gt branch feature,git branch feature,TYPO,0,0,1,1,0,0
git init .,git init,DEPRECATED_USAGE,0,0,0,2,0,1
gitaddhello.txt,git add hello.txt,SYNTAX_ERROR,0,1,1,2,0,-1
git add hello.txt --all,git add hello.txt,EXTRA_ARG,0,1,1,6,1,0
git push origin main,git stash,WRONG_ORDER,0,1,1,14,0,2
git branchfecature,git branch feature,TYPO,0,0,1,2,0,-1
git log --oneline --verbose,git log --oneline,EXTRA_ARG,0,0,1,10,1,0
git save,"git commit -m ""Add hello.txt""",WRONG_SUBCOMMAND,1,0,1,24,-1,-2
git log=--oneline,git log --oneline,SYNTAX_ERROR,0,0,1,1,-1,0
$ git merge feature,git merge feature,SYNTAX_ERROR,0,0,1,2,0,1
git status -f,git status,WRONG_FLAG,0,1,1,3,1,0
git merge main,git branch feature,WRONG_ORDER,0,0,1,12,0,0
git sotash,git stash,TYPO,0,1,1,1,0,0
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
git diff extra_file.txt,git diff,EXTRA_ARG,0,1,1,15,0,1
git switch,git switch feature,MISSING_ARG,0,0,1,8,0,-1
ls -la,git stash,UNKNOWN,0,1,1,7,1,0
git switch feature,git switch feature,CORRECT,0,0,1,0,0,0
git sta,git stash,PARTIALLY_CORRECT,0,1,1,2,0,0
git og --oneline,git log --oneline,TYPO,0,0,1,1,0,0
git add hello.txt,git add hello.txt,CORRECT,0,1,1,0,0,0
git push,"git commit -m ""Add hello.txt""",WRONG_SUBCOMMAND,1,0,1,24,-1,-2
git switch,git switch feature,MISSING_ARG,0,0,1,8,0,-1
git switch feature,git status,WRONG_ORDER,0,1,1,9,0,1
git commit -m 'message',git log --oneline,WRONG_ORDER,0,0,1,14,0,1
git init,git init,CORRECT,0,0,0,0,0,0
git pull feature,git merge feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git merge feature -f,git merge feature,WRONG_FLAG,0,0,1,3,1,0
git init,git init,SYNTAX_ERROR,0,0,0,0,0,0
git status --dry-run,git status,EXTRA_ARG,0,1,1,10,1,0
gi tash,git stash,TYPO,0,1,1,2,0,0
git,git status,MISSING_ARG,0,1,1,7,0,0
"gitgit commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",SYNTAX_ERROR,1,0,1,3,0,0
git commit -m 'message',git stash,WRONG_ORDER,0,1,1,17,1,1
git merge main,git branch feature,WRONG_ORDER,0,0,1,12,0,0
git diff HEAD,git diff,DEPRECATED_USAGE,0,1,1,5,0,1
git diff -f,git diff,WRONG_FLAG,0,1,1,3,1,0
git status,git status,CORRECT,0,1,1,0,0,0
git hide,git stash,WRONG_SUBCOMMAND,0,1,1,5,0,0
git,git init,PARTIALLY_CORRECT,0,0,0,5,0,0
git commit -m Add hello.txt,"git commit -m ""Add hello.txt""",SYNTAX_ERROR,1,0,1,2,0,0
git add hello.txt --dry-run,git add hello.txt,WRONG_FLAG,0,1,1,10,1,0
$ git init,git init,SYNTAX_ERROR,0,0,0,2,0,1
git switch feature,git switch feature,WRONG_ORDER,0,0,1,0,0,0
git,git status,MISSING_ARG,0,1,1,7,0,0
gi switch featur-,git switch feature,TYPO,0,0,1,2,0,0
git status --dry-run,git status,WRONG_FLAG,0,1,1,10,1,0
git stash save,git stash,DEPRECATED_USAGE,0,1,1,5,0,1
git init,git init,CORRECT,0,0,0,0,0,0
gitbranchfeature,git branch feature,SYNTAX_ERROR,0,0,1,2,0,-1
git switch feature --verbose,git switch feature,EXTRA_ARG,0,0,1,10,1,0
git switch feature,git stash,WRONG_ORDER,0,1,1,11,0,1
git add hello.txt --verbose,git add hello.txt,WRONG_FLAG,0,1,1,10,1,0
git merge main,git stash,WRONG_ORDER,0,1,1,9,0,1
git log --oneline,git log --oneline,WRONG_CONTEXT_STATE,1,1,0,0,0,0
$ git diff,git diff,SYNTAX_ERROR,0,1,1,2,0,1
git commit -m 'message',git switch feature,WRONG_ORDER,0,0,1,14,1,0
git add hello.txt,git add hello.txt,CORRECT,0,1,1,0,0,0
git init,git init,CORRECT,0,0,0,0,0,0
rm -rf test,git init,UNKNOWN,0,0,0,9,1,1
git,git init,PARTIALLY_CORRECT,0,0,0,5,0,0
git switch feature --verbose,git switch feature,WRONG_FLAG,0,0,1,10,1,0
git diff --verbose,git diff,EXTRA_ARG,0,1,1,10,1,0
echo hello,git add hello.txt,UNKNOWN,0,1,1,11,0,-1
git log --ohneljine,git log --oneline,TYPO,0,0,1,2,0,0
git commit -m,"git commit -m ""Add hello.txt""",PARTIALLY_CORRECT,1,0,1,16,0,-2
git init,git init,WRONG_CONTEXT_STATE,1,1,1,0,0,0
git commit -m 'message',git status,WRONG_ORDER,0,1,1,17,1,1
git diff --dry-run,git diff,WRONG_FLAG,0,1,1,10,1,0
git merge main,"git commit -m ""Add hello.txt""",WRONG_ORDER,1,0,1,23,-1,-1
pip install requests,git stash,UNKNOWN,0,1,1,14,0,1
python script.py,git stash,UNKNOWN,0,1,1,12,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
git branch -b feature,git branch feature,DEPRECATED_USAGE,0,0,1,3,1,0
gitaddhello.txt,git add hello.txt,SYNTAX_ERROR,0,1,1,2,0,-1
git status,git status,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git diff --force,git diff,EXTRA_ARG,0,1,1,8,1,0
git log --oneline -v,git log --oneline,EXTRA_ARG,0,0,1,3,1,0
git push origin main,git diff,WRONG_ORDER,0,1,1,15,0,2
gitgit diff,git diff,SYNTAX_ERROR,0,1,1,3,0,0
git switch feature -f,git switch feature,WRONG_FLAG,0,0,1,3,1,0
git init,git init,CORRECT,0,0,0,0,0,0
git go feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
git stash --force,git stash,EXTRA_ARG,0,1,1,8,1,0
git status,git status,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git status -f,git status,WRONG_FLAG,0,1,1,3,1,0
git diff,git diff,CORRECT,0,1,1,0,0,0
git stash extra_file.txt,git stash,EXTRA_ARG,0,1,1,15,0,1
git,git diff,MISSING_ARG,0,1,1,5,0,0
cd ..,git init,UNKNOWN,0,0,0,7,0,0
git create,git init,WRONG_SUBCOMMAND,0,0,0,5,0,0
rm -rf test,git branch feature,UNKNOWN,0,0,1,13,1,0
"git commit -m ""Add hello.txt"" --force","git commit -m ""Add hello.txt""",EXTRA_ARG,1,0,1,8,1,0
gitgit switch feature,git switch feature,SYNTAX_ERROR,0,0,1,3,0,0
git merge feature,git merge feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git,git status,MISSING_ARG,0,1,1,7,0,0
git merge main,git merge feature,WRONG_ORDER,0,0,1,6,0,0
git merge feature --dry-run,git merge feature,EXTRA_ARG,0,0,1,10,1,0
"git commit -m ""Add","git commit -m ""Add hello.txt""",MISSING_ARG,1,0,1,11,0,-1
git add -u hello.txt,git add hello.txt,DEPRECATED_USAGE,0,1,1,3,1,0
"git commit -m ""Add hellho.txt""","git commit -m ""Add hello.txt""",TYPO,1,0,1,1,0,0
git branch feature extra_file.txt,git branch feature,EXTRA_ARG,0,0,1,15,0,1
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
git dioff,git diff,TYPO,0,1,1,1,0,0
ls -la,git log --oneline,UNKNOWN,0,0,1,13,0,0
git switch feature,git diff,WRONG_ORDER,0,1,1,12,0,1
git commit -m,"git commit -m ""Add hello.txt""",PARTIALLY_CORRECT,1,0,1,16,0,-2
git merge feature --dry-run,git merge feature,WRONG_FLAG,0,0,1,10,1,0
git stash,git stash,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git save,"git commit -m ""Add hello.txt""",WRONG_SUBCOMMAND,1,0,1,24,-1,-2
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
git move feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
git show-log,git log --oneline,WRONG_SUBCOMMAND,0,0,1,11,-1,0
git init,git init,CORRECT,0,0,0,0,0,0
gitgit merge feature,git merge feature,SYNTAX_ERROR,0,0,1,3,0,0
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
git move feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
git merge main,"git commit -m ""Add hello.txt""",WRONG_ORDER,1,0,1,23,-1,-1
git --add hello.txt,git add hello.txt,SYNTAX_ERROR,0,1,1,2,1,0
git merge main,git stash,WRONG_ORDER,0,1,1,9,0,1
cat hello.txt,"git commit -m ""Add hello.txt""",UNKNOWN,1,0,1,17,-1,-2
git new feature,git branch feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
git init,git init,SYNTAX_ERROR,0,0,0,0,0,0
git switch feature extra_file.txt,git switch feature,EXTRA_ARG,0,0,1,15,0,1
git switch feature,"git commit -m ""Add hello.txt""",WRONG_ORDER,1,0,1,20,-1,-1
git switch feature,git switch feature,CORRECT,0,0,1,0,0,0
git log --oneine,git log --oneline,TYPO,0,0,1,1,0,0
git switch feature,git add hello.txt,WRONG_ORDER,0,1,1,13,0,0
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
git diff --force,git diff,EXTRA_ARG,0,1,1,8,1,0
git status --verbose,git status,EXTRA_ARG,0,1,1,10,1,0
git log,git log --oneline,PARTIALLY_CORRECT,0,0,1,10,-1,0
pip install requests,git stash,UNKNOWN,0,1,1,14,0,1
git push origin main,git log --oneline,WRONG_ORDER,0,0,1,13,-1,2
"git comit -m ""Add hellod.txt""","git commit -m ""Add hello.txt""",TYPO,1,0,1,2,0,0
git,git stash,MISSING_ARG,0,1,1,6,0,0
git track hello.txt,git add hello.txt,WRONG_SUBCOMMAND,0,1,1,4,0,0
git,git status,MISSING_ARG,0,1,1,7,0,0
git status -v,git status,WRONG_FLAG,0,1,1,3,1,0
git stash -f,git stash,WRONG_FLAG,0,1,1,3,1,0
gitgit add hello.txt,git add hello.txt,SYNTAX_ERROR,0,1,1,3,0,0
git stash -v,git stash,WRONG_FLAG,0,1,1,3,1,0
git switch feature,git switch feature,CORRECT,0,0,1,0,0,0
git,git status,MISSING_ARG,0,1,1,7,0,0
$ git branch feature,git branch feature,SYNTAX_ERROR,0,0,1,2,0,1
git merge feature,git merge feature,CORRECT,0,0,1,0,0,0
git merge main,git add hello.txt,WRONG_ORDER,0,1,1,12,0,0
git merge main,git log --oneline,WRONG_ORDER,0,0,1,11,-1,1
git stash,git stash,CORRECT,0,1,1,0,0,0
git add,git add hello.txt,PARTIALLY_CORRECT,0,1,1,10,0,-1
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
pwd,git branch feature,UNKNOWN,0,0,1,18,0,-1
git stash --dry-run,git stash,WRONG_FLAG,0,1,1,10,1,0
git stash,git stash,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git --add hello.txt,git add hello.txt,SYNTAX_ERROR,0,1,1,2,1,0
git push origin main,git stash,WRONG_ORDER,0,1,1,14,0,2
git push origin main,git log --oneline,WRONG_ORDER,0,0,1,13,-1,2
gitgit stash,git stash,SYNTAX_ERROR,0,1,1,3,0,0
git init,git init,WRONG_CONTEXT_STATE,1,1,1,0,0,0
git diff,git diff,CORRECT,0,1,1,0,0,0
git add hello.txt,git add hello.txt,CORRECT,0,1,1,0,0,0
git branch feature -v,git branch feature,WRONG_FLAG,0,0,1,3,1,0
git log --oneline,git log --oneline,CORRECT,0,0,1,0,0,0
git merge main,git status,WRONG_ORDER,0,1,1,10,0,1
git switch feature --dry-run,git switch feature,WRONG_FLAG,0,0,1,10,1,0
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
rm -rf test,git merge feature,UNKNOWN,0,0,1,12,1,0
git snapshot,"git commit -m ""Add hello.txt""",WRONG_SUBCOMMAND,1,0,1,22,-1,-2
$ git merge feature,git merge feature,SYNTAX_ERROR,0,0,1,2,0,1
git add hello.txt,git add hello.txt,CORRECT,0,1,1,0,0,0
git diff --verbose,git diff,EXTRA_ARG,0,1,1,10,1,0
gitx diff,git diff,TYPO,0,1,1,1,0,0
git switch,git switch feature,MISSING_ARG,0,0,1,8,0,-1
init,git init,PARTIALLY_CORRECT,0,0,0,4,0,0
"git commit -m ""Add hello.txt"" --dry-run","git commit -m ""Add hello.txt""",EXTRA_ARG,1,0,1,10,1,0
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git diff --verbose,git diff,WRONG_FLAG,0,1,1,10,1,0
git,git init,MISSING_ARG,0,0,0,5,0,0
git,git stash,MISSING_ARG,0,1,1,6,0,0
git compare,git diff,WRONG_SUBCOMMAND,0,1,1,7,0,0
git branch -b feature,git branch feature,DEPRECATED_USAGE,0,0,1,3,1,0
rm -rf test,git init,UNKNOWN,0,0,0,9,1,1
git swih feature,git switch feature,TYPO,0,0,1,2,0,0
git branch,git branch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git stash -v,git stash,EXTRA_ARG,0,1,1,3,1,0
git switch,git switch feature,MISSING_ARG,0,0,1,8,0,-1
git init --dry-run,git init,EXTRA_ARG,0,0,0,10,1,0
pwd,git branch feature,UNKNOWN,0,0,1,18,0,-1
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
gitgit branch feature,git branch feature,SYNTAX_ERROR,0,0,1,3,0,0
git branch feature,git branch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git log,git log --oneline,PARTIALLY_CORRECT,0,0,1,10,-1,0
gitdiff,git diff,SYNTAX_ERROR,0,1,1,1,0,0
git staus,git status,TYPO,0,1,1,1,0,0
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
git merge feature -v,git merge feature,EXTRA_ARG,0,0,1,3,1,0
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
git merge feature,git merge feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git change feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
git switch feature,git status,WRONG_ORDER,0,1,1,9,0,1
$ git stash,git stash,SYNTAX_ERROR,0,1,1,2,0,1
git merge feature --verbose,git merge feature,WRONG_FLAG,0,0,1,10,1,0
git add hello.txt -f,git add hello.txt,WRONG_FLAG,0,1,1,3,1,0
git branch,git branch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git,git init,MISSING_ARG,0,0,0,5,0,0
git add,git add hello.txt,PARTIALLY_CORRECT,0,1,1,10,0,-1
git addahello.txt,git add hello.txt,TYPO,0,1,1,1,0,-1
git,git init,MISSING_ARG,0,0,0,5,0,0
git merge feature,git merge feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git branch feature,git branch feature,SYNTAX_ERROR,0,0,1,0,0,0
git commit -m 'message',git status,WRONG_ORDER,0,1,1,17,1,1
rm -rf test,git diff,UNKNOWN,0,1,1,10,1,1
git switch,git switch feature,MISSING_ARG,0,0,1,8,0,-1
git switch feature,git switch feature,CORRECT,0,0,1,0,0,0
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
$ git log --oneline,git log --oneline,SYNTAX_ERROR,0,0,1,2,0,1
git branch feature --verbose,git branch feature,WRONG_FLAG,0,0,1,10,1,0
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
giut sztash,git stash,TYPO,0,1,1,2,0,0
$ git diff,git diff,SYNTAX_ERROR,0,1,1,2,0,1
git combine feature,git merge feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git stash,git stash,WRONG_CONTEXT_STATE,1,0,0,0,0,0
status,git status,PARTIALLY_CORRECT,0,1,1,4,0,0
git,git status,MISSING_ARG,0,1,1,7,0,0
git switch=feature,git switch feature,SYNTAX_ERROR,0,0,1,1,0,-1
giut inot,git init,TYPO,0,0,0,2,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
git switch feature,git branch feature,WRONG_ORDER,0,0,1,4,0,0
git log --oneline,git log --oneline,CORRECT,0,0,1,0,0,0
rm -rf test,git stash,UNKNOWN,0,1,1,9,1,1
$ git branch feature,git branch feature,SYNTAX_ERROR,0,0,1,2,0,1
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
git status --force,git status,EXTRA_ARG,0,1,1,8,1,0
git,git stash,MISSING_ARG,0,1,1,6,0,0
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
git merge main,git status,WRONG_ORDER,0,1,1,10,0,1
git show-diff,git diff,WRONG_SUBCOMMAND,0,1,1,5,0,0
git stash --force,git stash,EXTRA_ARG,0,1,1,8,1,0
git branchhfeature,git branch feature,TYPO,0,0,1,1,0,-1
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
git diff HEAD,git diff,DEPRECATED_USAGE,0,1,1,5,0,1
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
gitgit switch feature,git switch feature,SYNTAX_ERROR,0,0,1,3,0,0
git branch feature,git branch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git yswitch feature,git switch feature,TYPO,0,0,1,1,0,0
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
git push origin main,git merge feature,WRONG_ORDER,0,0,1,15,0,1
git status --all,git status,EXTRA_ARG,0,1,1,6,1,0
git merge --no-ff feature,git merge feature,DEPRECATED_USAGE,0,0,1,8,1,0
gitbranch feature,git branch feature,TYPO,0,0,1,1,0,-1
git diff --verbose,git diff,EXTRA_ARG,0,1,1,10,1,0
python script.py,git switch feature,UNKNOWN,0,0,1,15,0,-1
git status -v,git status,EXTRA_ARG,0,1,1,3,1,0
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
git commit -m 'message',"git commit -m ""Add hello.txt""",WRONG_ORDER,1,0,1,14,0,-1
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
git tstatus,git status,TYPO,0,1,1,1,0,0
cat hello.txt,git add hello.txt,UNKNOWN,0,1,1,6,0,-1
git add,git add hello.txt,MISSING_ARG,0,1,1,10,0,-1
git satus,git status,TYPO,0,1,1,1,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",CORRECT,1,0,1,0,0,0
git,git status,MISSING_ARG,0,1,1,7,0,0
git diff -v,git diff,EXTRA_ARG,0,1,1,3,1,0
git init .,git init,DEPRECATED_USAGE,0,0,0,2,0,1
git merge --no-ff feature,git merge feature,DEPRECATED_USAGE,0,0,1,8,1,0
pwd,git merge feature,UNKNOWN,0,0,1,17,0,-1
git add,git add hello.txt,PARTIALLY_CORRECT,0,1,1,10,0,-1
git diff -f,git diff,WRONG_FLAG,0,1,1,3,1,0
git status,git status,SYNTAX_ERROR,0,1,1,0,0,0
git log --oneline,git log --oneline,CORRECT,0,0,1,0,0,0
git branch feature --all,git branch feature,EXTRA_ARG,0,0,1,6,1,0
git record,"git commit -m ""Add hello.txt""",WRONG_SUBCOMMAND,1,0,1,23,-1,-2
"git commit -m ""Add hello.txt"" --verbose","git commit -m ""Add hello.txt""",EXTRA_ARG,1,0,1,10,1,0
gitstatus,git status,TYPO,0,1,1,1,0,0
git stash save,git stash,DEPRECATED_USAGE,0,1,1,5,0,1
git commit --message 'Add hello.txt',"git commit -m ""Add hello.txt""",DEPRECATED_USAGE,1,0,1,9,0,0
npm install,git merge feature,UNKNOWN,0,0,1,14,0,-1
git commit --message 'Add hello.txt',"git commit -m ""Add hello.txt""",DEPRECATED_USAGE,1,0,1,9,0,0
npm install,git branch feature,UNKNOWN,0,0,1,15,0,-1
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",CORRECT,1,0,1,0,0,0
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
gitm mere feature,git merge feature,TYPO,0,0,1,2,0,0
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
git log --oneline,git log --oneline,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
git move feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
cd ..,git status,UNKNOWN,0,1,1,9,0,0
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
cat hello.txt,git stash,UNKNOWN,0,1,1,11,0,0
git bdanch fature,git branch feature,TYPO,0,0,1,2,0,0
pwd,git init,UNKNOWN,0,0,0,8,0,0
git switch feature,git merge feature,WRONG_ORDER,0,0,1,6,0,0
git switch feature,git init,WRONG_ORDER,0,0,0,12,0,1
gitgdiff,git diff,TYPO,0,1,1,1,0,0
gitaddhello.txt,git add hello.txt,SYNTAX_ERROR,0,1,1,2,0,-1
git add hello.txt,git add hello.txt,CORRECT,0,1,1,0,0,0
git add dhello.txt,git add hello.txt,TYPO,0,1,1,1,0,0
git log,git log --oneline,PARTIALLY_CORRECT,0,0,1,10,-1,0
git init,git init,CORRECT,0,0,0,0,0,0
git commit --message 'Add hello.txt',"git commit -m ""Add hello.txt""",DEPRECATED_USAGE,1,0,1,9,0,0
git switch feature -v,git switch feature,WRONG_FLAG,0,0,1,3,1,0
git branch feature -f,git branch feature,WRONG_FLAG,0,0,1,3,1,0
git switch feature --verbose,git switch feature,EXTRA_ARG,0,0,1,10,1,0
mkdir test,git status,UNKNOWN,0,1,1,9,0,0
ls -la,git merge feature,UNKNOWN,0,0,1,15,1,-1
git,git init,MISSING_ARG,0,0,0,5,0,0
git branch feature --all,git branch feature,EXTRA_ARG,0,0,1,6,1,0
git switch feature --verbose,git switch feature,WRONG_FLAG,0,0,1,10,1,0
git log --oneline --all,git log --oneline,EXTRA_ARG,0,0,1,6,1,0
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
git stash,git stash,CORRECT,0,1,1,0,0,0
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
git log k--oneline,git log --oneline,TYPO,0,0,1,1,-1,1
rm -rf test,"git commit -m ""Add hello.txt""",UNKNOWN,1,0,1,23,0,-1
git add,git add hello.txt,MISSING_ARG,0,1,1,10,0,-1
git switch feature,git switch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git switch feattre,git switch feature,TYPO,0,0,1,1,0,0
git join feature,git merge feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
git status,git status,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git merge feature extra_file.txt,git merge feature,EXTRA_ARG,0,0,1,15,0,1
gitstatus,git status,SYNTAX_ERROR,0,1,1,1,0,0
git merge feature,git merge feature,CORRECT,0,0,1,0,0,0
git add hello.txt extra_file.txt,git add hello.txt,EXTRA_ARG,0,1,1,15,0,1
git diff,git diff,SYNTAX_ERROR,0,1,1,0,0,0
git commit -m 'message',git branch feature,WRONG_ORDER,0,0,1,16,1,0
git branch featlure,git branch feature,TYPO,0,0,1,1,0,0
git log,git log --oneline,MISSING_ARG,0,0,1,10,-1,0
git branch feature,git branch feature,CORRECT,0,0,1,0,0,0
git init -f,git init,WRONG_FLAG,0,0,0,3,1,0
git stafus,git status,TYPO,0,1,1,1,0,0
echo hello,git log --oneline,UNKNOWN,0,0,1,13,-1,0
git create,git init,WRONG_SUBCOMMAND,0,0,0,5,0,0
